# Demand for Final Fuels
sector,input,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,unit_conv
iron and steel,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Iron and Steel,Final Energy|Industry|Iron and Steel|Solids,Final Energy|Industry|Iron and Steel|Solids|Coal,,,,Final Energy (w/o bunkers),1
iron and steel,delivered industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Iron and Steel,Final Energy|Industry|Iron and Steel|Solids,Final Energy|Industry|Iron and Steel|Solids|Coal,,,,Final Energy (w/o bunkers),1
iron and steel,delivered coal industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Iron and Steel,Final Energy|Industry|Iron and Steel|Solids,Final Energy|Industry|Iron and Steel|Solids|Coal,,,,Final Energy (w/o bunkers),1
iron and steel,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Industry,Final Energy|Industry|Electricity,,Final Energy|Industry|Iron and Steel,Final Energy|Industry|Iron and Steel|Electricity,,,,,Final Energy (w/o bunkers),1
iron and steel,gas,Final Energy,Final Energy|Liquids,,Final Energy|Industry,Final Energy|Industry|Liquids,,Final Energy|Industry|Iron and Steel,Final Energy|Industry|Iron and Steel|Gases,,,,,Final Energy (w/o bunkers),1
iron and steel,H2 industrial,Final Energy,Final Energy|Hydrogen,,Final Energy|Industry,Final Energy|Industry|Hydrogen,,Final Energy|Industry|Iron and Steel,Final Energy|Industry|Iron and Steel|Hydrogen,,,,,Final Energy (w/o bunkers),1
iron and steel,hydrogen,Final Energy,Final Energy|Hydrogen,,Final Energy|Industry,Final Energy|Industry|Hydrogen,,Final Energy|Industry|Iron and Steel,Final Energy|Industry|Iron and Steel|Hydrogen,,,,,Final Energy (w/o bunkers),1
iron and steel,refined liquids,Final Energy,Final Energy|Liquids,,Final Energy|Industry,Final Energy|Industry|Liquids,,Final Energy|Industry|Iron and Steel,Final Energy|Industry|Iron and Steel|Liquids,,,,,Final Energy (w/o bunkers),1
irrigation water abstraction,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Electricity,,Final Energy|Commercial,Final Energy|Commercial|Water,Final Energy|Commercial|Water|Groundwater Extraction,Final Energy|Commercial|Electricity,,,Final Energy (w/o bunkers),1
mining energy use,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Biomass,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Solids,Final Energy|Industry|Other Sector|Solids|Biomass,,,,Final Energy (w/o bunkers),1
mining energy use,delivered biomass industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Biomass,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Solids,Final Energy|Industry|Other Sector|Solids|Biomass,,,,Final Energy (w/o bunkers),1
mining energy use,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Solids,Final Energy|Industry|Other Sector|Solids|Coal,,,,Final Energy (w/o bunkers),1
mining energy use,delivered industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Solids,Final Energy|Industry|Other Sector|Solids|Coal,,,,Final Energy (w/o bunkers),1
mining energy use,delivered coal industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Solids,Final Energy|Industry|Other Sector|Solids|Coal,,,,Final Energy (w/o bunkers),1
mining energy use,district heat,Final Energy,Final Energy|Heat,,Final Energy|Industry,Final Energy|Industry|Heat,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Heat,,,,,Final Energy (w/o bunkers),1
mining energy use,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Industry,Final Energy|Industry|Electricity,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Electricity,,,,,Final Energy (w/o bunkers),1
mining energy use,gas,Final Energy,Final Energy|Gases,,Final Energy|Industry,Final Energy|Industry|Gases,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Gases,,,,,Final Energy (w/o bunkers),1
mining energy use,H2 retail delivery,Final Energy,Final Energy|Hydrogen,,Final Energy|Industry,Final Energy|Industry|Hydrogen,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Hydrogen,,,,,Final Energy (w/o bunkers),1
mining energy use,H2 wholesale dispensing,Final Energy,Final Energy|Hydrogen,,Final Energy|Industry,Final Energy|Industry|Hydrogen,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Hydrogen,,,,,Final Energy (w/o bunkers),1
mining energy use,hydrogen,Final Energy,Final Energy|Hydrogen,,Final Energy|Industry,Final Energy|Industry|Hydrogen,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Hydrogen,,,,,Final Energy (w/o bunkers),1
mining energy use,refined liquids,Final Energy,Final Energy|Liquids,,Final Energy|Industry,Final Energy|Industry|Liquids,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Liquids,,,,,Final Energy (w/o bunkers),1
municipal wastewater treatment,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Electricity,,Final Energy|Commercial,Final Energy|Commercial|Water,,Final Energy|Commercial|Electricity,,,Final Energy (w/o bunkers),1
municipal water abstraction,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Electricity,,Final Energy|Commercial,Final Energy|Commercial|Water,Final Energy|Commercial|Water|Groundwater Extraction,Final Energy|Commercial|Electricity,,,Final Energy (w/o bunkers),1
municipal water distribution,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Electricity,,Final Energy|Commercial,Final Energy|Commercial|Water,Final Energy|Commercial|Water|Transfer,Final Energy|Commercial|Electricity,,,Final Energy (w/o bunkers),1
municipal water treatment,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Electricity,,Final Energy|Commercial,Final Energy|Commercial|Water,,Final Energy|Commercial|Electricity,,,Final Energy (w/o bunkers),1
N fertilizer,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Chemicals,Final Energy|Industry|Chemicals|Solids,Final Energy|Industry|Chemicals|Solids|Coal,Final Energy|Industry|Chemicals|Ammonia,Final Energy|Industry|Chemicals|Ammonia|Solids,Final Energy|Industry|Chemicals|Ammonia|Solids|Coal,Final Energy (w/o bunkers),1
N fertilizer,delivered industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Chemicals,Final Energy|Industry|Chemicals|Solids,Final Energy|Industry|Chemicals|Solids|Coal,Final Energy|Industry|Chemicals|Ammonia,Final Energy|Industry|Chemicals|Ammonia|Solids,Final Energy|Industry|Chemicals|Ammonia|Solids|Coal,Final Energy (w/o bunkers),1
N fertilizer,delivered coal industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Chemicals,Final Energy|Industry|Chemicals|Solids,Final Energy|Industry|Chemicals|Solids|Coal,Final Energy|Industry|Chemicals|Ammonia,Final Energy|Industry|Chemicals|Ammonia|Solids,Final Energy|Industry|Chemicals|Ammonia|Solids|Coal,Final Energy (w/o bunkers),1
N fertilizer,gas,Final Energy,Final Energy|Gases,,Final Energy|Industry,Final Energy|Industry|Gases,,Final Energy|Industry|Chemicals,Final Energy|Industry|Chemicals|Gases,,Final Energy|Industry|Chemicals|Ammonia,Final Energy|Industry|Chemicals|Ammonia|Gases,,Final Energy (w/o bunkers),1
N fertilizer,H2 industrial,Final Energy,Final Energy|Hydrogen,,Final Energy|Industry,Final Energy|Industry|Hydrogen,,Final Energy|Industry|Chemicals,Final Energy|Industry|Chemicals|Hydrogen,,Final Energy|Industry|Chemicals|Ammonia,Final Energy|Industry|Chemicals|Ammonia|Hydrogen,,Final Energy (w/o bunkers),1
N fertilizer,hydrogen,Final Energy,Final Energy|Hydrogen,,Final Energy|Industry,Final Energy|Industry|Hydrogen,,Final Energy|Industry|Chemicals,Final Energy|Industry|Chemicals|Hydrogen,,Final Energy|Industry|Chemicals|Ammonia,Final Energy|Industry|Chemicals|Ammonia|Hydrogen,,Final Energy (w/o bunkers),1
N fertilizer,refined liquids,Final Energy,Final Energy|Liquids,,Final Energy|Industry,Final Energy|Industry|Liquids,,Final Energy|Industry|Chemicals,Final Energy|Industry|Chemicals|Liquids,,Final Energy|Industry|Chemicals|Ammonia,Final Energy|Industry|Chemicals|Ammonia|Liquids,,Final Energy (w/o bunkers),1
ammonia,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Chemicals,Final Energy|Industry|Chemicals|Solids,Final Energy|Industry|Chemicals|Solids|Coal,Final Energy|Industry|Chemicals|Ammonia,Final Energy|Industry|Chemicals|Ammonia|Solids,Final Energy|Industry|Chemicals|Ammonia|Solids|Coal,Final Energy (w/o bunkers),1
ammonia,gas,Final Energy,Final Energy|Gases,,Final Energy|Industry,Final Energy|Industry|Gases,,Final Energy|Industry|Chemicals,Final Energy|Industry|Chemicals|Gases,,Final Energy|Industry|Chemicals|Ammonia,Final Energy|Industry|Chemicals|Ammonia|Gases,,Final Energy (w/o bunkers),1
ammonia,hydrogen,Final Energy,Final Energy|Hydrogen,,Final Energy|Industry,Final Energy|Industry|Hydrogen,,Final Energy|Industry|Chemicals,Final Energy|Industry|Chemicals|Hydrogen,,Final Energy|Industry|Chemicals|Ammonia,Final Energy|Industry|Chemicals|Ammonia|Hydrogen,,Final Energy (w/o bunkers),1
ammonia,refined liquids,Final Energy,Final Energy|Liquids,,Final Energy|Industry,Final Energy|Industry|Liquids,,Final Energy|Industry|Chemicals,Final Energy|Industry|Chemicals|Liquids,,Final Energy|Industry|Chemicals|Ammonia,Final Energy|Industry|Chemicals|Ammonia|Liquids,,Final Energy (w/o bunkers),1
other industrial energy use,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Biomass,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Solids,Final Energy|Industry|Other Sector|Solids|Biomass,,,,Final Energy (w/o bunkers),1
other industrial energy use,delivered biomass industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Biomass,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Solids,Final Energy|Industry|Other Sector|Solids|Biomass,,,,Final Energy (w/o bunkers),1
other industrial energy use,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Solids,Final Energy|Industry|Other Sector|Solids|Coal,,,,Final Energy (w/o bunkers),1
other industrial energy use,delivered industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Solids,Final Energy|Industry|Other Sector|Solids|Coal,,,,Final Energy (w/o bunkers),1
other industrial energy use,delivered coal industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Solids,Final Energy|Industry|Other Sector|Solids|Coal,,,,Final Energy (w/o bunkers),1
other industrial energy use,district heat,Final Energy,Final Energy|Heat,,Final Energy|Industry,Final Energy|Industry|Heat,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Heat,,,,,Final Energy (w/o bunkers),1
other industrial energy use,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Industry,Final Energy|Industry|Electricity,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Electricity,,,,,Final Energy (w/o bunkers),1
other industrial energy use,gas,Final Energy,Final Energy|Gases,,Final Energy|Industry,Final Energy|Industry|Gases,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Gases,,,,,Final Energy (w/o bunkers),1
other industrial energy use,H2 industrial,Final Energy,Final Energy|Hydrogen,,Final Energy|Industry,Final Energy|Industry|Hydrogen,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Hydrogen,,,,,Final Energy (w/o bunkers),1
other industrial energy use,H2 wholesale delivery,Final Energy,Final Energy|Hydrogen,,Final Energy|Industry,Final Energy|Industry|Hydrogen,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Hydrogen,,,,,Final Energy (w/o bunkers),1
other industrial energy use,hydrogen,Final Energy,Final Energy|Hydrogen,,Final Energy|Industry,Final Energy|Industry|Hydrogen,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Hydrogen,,,,,Final Energy (w/o bunkers),1
other industrial energy use,refined liquids,Final Energy,Final Energy|Liquids,,Final Energy|Industry,Final Energy|Industry|Liquids,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Liquids,,,,,Final Energy (w/o bunkers),1
other industrial feedstocks,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Non-Energy Use,Final Energy|Non-Energy Use|Solids,Final Energy|Non-Energy Use|Solids|Coal,Final Energy|Non-Energy Use|Other Sector,Final Energy|Non-Energy Use|Other Sector|Solids,Final Energy|Non-Energy Use|Other Sector|Solids|Coal,,,,Final Energy (w/o bunkers),1
other industrial feedstocks,delivered feedstocks,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Non-Energy Use,Final Energy|Non-Energy Use|Solids,Final Energy|Non-Energy Use|Solids|Coal,Final Energy|Non-Energy Use|Other Sector,Final Energy|Non-Energy Use|Other Sector|Solids,Final Energy|Non-Energy Use|Other Sector|Solids|Coal,,,,Final Energy (w/o bunkers),1
other industrial feedstocks,delivered coal feedstocks,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Non-Energy Use,Final Energy|Non-Energy Use|Solids,Final Energy|Non-Energy Use|Solids|Coal,Final Energy|Non-Energy Use|Other Sector,Final Energy|Non-Energy Use|Other Sector|Solids,Final Energy|Non-Energy Use|Other Sector|Solids|Coal,,,,Final Energy (w/o bunkers),1
other industrial feedstocks,gas,Final Energy,Final Energy|Gases,,Final Energy|Non-Energy Use,Final Energy|Non-Energy Use|Gases,,Final Energy|Non-Energy Use|Other Sector,Final Energy|Non-Energy Use|Other Sector|Gases,,,,,Final Energy (w/o bunkers),1
other industrial feedstocks,wholesale gas feedstocks,Final Energy,Final Energy|Gases,,Final Energy|Non-Energy Use,Final Energy|Non-Energy Use|Gases,,Final Energy|Non-Energy Use|Other Sector,Final Energy|Non-Energy Use|Other Sector|Gases,,,,,Final Energy (w/o bunkers),1
other industrial feedstocks,refined liquids,Final Energy,Final Energy|Liquids,,Final Energy|Non-Energy Use,Final Energy|Non-Energy Use|Liquids,,Final Energy|Non-Energy Use|Other Sector,Final Energy|Non-Energy Use|Other Sector|Liquids,,,,,Final Energy (w/o bunkers),1
other industrial feedstocks,refined liquids feedstocks,Final Energy,Final Energy|Liquids,,Final Energy|Non-Energy Use,Final Energy|Non-Energy Use|Liquids,,Final Energy|Non-Energy Use|Other Sector,Final Energy|Non-Energy Use|Other Sector|Liquids,,,,,Final Energy (w/o bunkers),1
paper,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Industry,Final Energy|Industry|Electricity,,Final Energy|Industry|Pulp and Paper,Final Energy|Industry|Pulp and Paper|Electricity,,,,,Final Energy (w/o bunkers),1
paper,process heat paper,NoReported,,,,,,,,,,,,,1
paper,waste biomass for paper,NoReported,,,,,,,,,,,,,1
process heat cement,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Biomass,Final Energy|Industry|Non-Metallic Minerals,Final Energy|Industry|Non-Metallic Minerals|Cement,Final Energy|Industry|Non-Metallic Minerals|Cement|Solids,Final Energy|Industry|Non-Metallic Minerals|Cement|Solids|Biomass,,,Final Energy (w/o bunkers),1
process heat cement,delivered biomass industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Biomass,Final Energy|Industry|Non-Metallic Minerals,Final Energy|Industry|Non-Metallic Minerals|Cement,Final Energy|Industry|Non-Metallic Minerals|Cement|Solids,Final Energy|Industry|Non-Metallic Minerals|Cement|Solids|Biomass,,,Final Energy (w/o bunkers),1
process heat cement,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Non-Metallic Minerals,Final Energy|Industry|Non-Metallic Minerals|Cement,Final Energy|Industry|Non-Metallic Minerals|Cement|Solids,Final Energy|Industry|Non-Metallic Minerals|Cement|Solids|Coal,,,Final Energy (w/o bunkers),1
process heat cement,delivered industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Non-Metallic Minerals,Final Energy|Industry|Non-Metallic Minerals|Cement,Final Energy|Industry|Non-Metallic Minerals|Cement|Solids,Final Energy|Industry|Non-Metallic Minerals|Cement|Solids|Coal,,,Final Energy (w/o bunkers),1
process heat cement,delivered coal industry,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Non-Metallic Minerals,Final Energy|Industry|Non-Metallic Minerals|Cement,Final Energy|Industry|Non-Metallic Minerals|Cement|Solids,Final Energy|Industry|Non-Metallic Minerals|Cement|Solids|Coal,,,Final Energy (w/o bunkers),1
process heat cement,gas,Final Energy,Final Energy|Gases,,Final Energy|Industry,Final Energy|Industry|Gases,,Final Energy|Industry|Non-Metallic Minerals,Final Energy|Industry|Non-Metallic Minerals|Cement,Final Energy|Industry|Non-Metallic Minerals|Cement|Gases,,,,Final Energy (w/o bunkers),1
process heat cement,H2 industrial,Final Energy,Final Energy|Hydrogen,,Final Energy|Industry,Final Energy|Industry|Hydrogen,,Final Energy|Industry|Non-Metallic Minerals,Final Energy|Industry|Non-Metallic Minerals|Cement,Final Energy|Industry|Non-Metallic Minerals|Cement|Hydrogen,,,,Final Energy (w/o bunkers),1
process heat cement,hydrogen,Final Energy,Final Energy|Hydrogen,,Final Energy|Industry,Final Energy|Industry|Hydrogen,,Final Energy|Industry|Non-Metallic Minerals,Final Energy|Industry|Non-Metallic Minerals|Cement,Final Energy|Industry|Non-Metallic Minerals|Cement|Hydrogen,,,,Final Energy (w/o bunkers),1
process heat cement,refined liquids,Final Energy,Final Energy|Liquids,,Final Energy|Industry,Final Energy|Industry|Liquids,,Final Energy|Industry|Non-Metallic Minerals,Final Energy|Industry|Non-Metallic Minerals|Cement,Final Energy|Industry|Non-Metallic Minerals|Cement|Liquids,,,,Final Energy (w/o bunkers),1
process heat food processing,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Biomass,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Solids,Final Energy|Industry|Other Sector|Solids|Biomass,,,,Final Energy (w/o bunkers),1
process heat food processing,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Solids,Final Energy|Industry|Other Sector|Solids|Coal,,,,Final Energy (w/o bunkers),1
process heat food processing,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Industry,Final Energy|Industry|Electricity,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Electricity,,,,,Final Energy (w/o bunkers),1
process heat food processing,gas,Final Energy,Final Energy|Gases,,Final Energy|Industry,Final Energy|Industry|Gases,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Gases,,,,,Final Energy (w/o bunkers),1
process heat food processing,refined liquids,Final Energy,Final Energy|Liquids,,Final Energy|Industry,Final Energy|Industry|Liquids,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Liquids,,,,,Final Energy (w/o bunkers),1
process heat food processing,solar,NoReported,,,,,,,,,,,,,1
process heat food processing,global solar resource,NoReported,,,,,,,,,,,,,1
process heat food processing,district heat,Final Energy,Final Energy|Heat,,Final Energy|Industry,Final Energy|Industry|Heat,,Final Energy|Industry|Other Sector,Final Energy|Industry|Other Sector|Heat,,,,,Final Energy (w/o bunkers),1
process heat paper,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Industry,Final Energy|Industry|Solids,Final Energy|Industry|Solids|Coal,Final Energy|Industry|Pulp and Paper,Final Energy|Industry|Pulp and Paper|Solids,Final Energy|Industry|Pulp and Paper|Solids|Coal,,,,Final Energy (w/o bunkers),1
process heat paper,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Industry,Final Energy|Industry|Electricity,,Final Energy|Industry|Pulp and Paper,Final Energy|Industry|Pulp and Paper|Electricity,,,,,Final Energy (w/o bunkers),1
process heat paper,gas,Final Energy,Final Energy|Gases,,Final Energy|Industry,Final Energy|Industry|Gases,,Final Energy|Industry|Pulp and Paper,Final Energy|Industry|Pulp and Paper|Gases,,,,,Final Energy (w/o bunkers),1
process heat paper,refined liquids,Final Energy,Final Energy|Liquids,,Final Energy|Industry,Final Energy|Industry|Liquids,,Final Energy|Industry|Pulp and Paper,Final Energy|Industry|Pulp and Paper|Liquids,,,,,Final Energy (w/o bunkers),1
process heat paper,district heat,Final Energy,Final Energy|Heat,,Final Energy|Industry,Final Energy|Industry|Heat,,Final Energy|Industry|Pulp and Paper,Final Energy|Industry|Pulp and Paper|Heat,,,,,Final Energy (w/o bunkers),1
process heat dac,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Carbon Management,Final Energy|Carbon Management|Electricity,Final Energy|Carbon Management|Direct Air Capture,Final Energy|Carbon Management|Direct Air Capture|Electricity,,,,,,Final Energy (w/o bunkers),1
process heat dac,gas,Final Energy,Final Energy|Gases,,Final Energy|Carbon Management,Final Energy|Carbon Management|Gases,Final Energy|Carbon Management|Direct Air Capture,Final Energy|Carbon Management|Direct Air Capture|Gases,,,,,,Final Energy (w/o bunkers),1
resid cooling,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Electricity,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,Final Energy (w/o bunkers),1
resid cooling,gas,Final Energy,Final Energy|Gases,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Gases,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,Final Energy (w/o bunkers),1
resid heating,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Solids,Final Energy|Residential and Commercial|Solids|Biomass,Final Energy|Residential,Final Energy|Residential|Solids,Final Energy|Residential|Solids|Biomass,,,,Final Energy (w/o bunkers),1
resid heating,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Solids,Final Energy|Residential and Commercial|Solids|Coal,Final Energy|Residential,Final Energy|Residential|Solids,Final Energy|Residential|Solids|Coal,,,,Final Energy (w/o bunkers),1
resid heating,district heat,Final Energy,Final Energy|Heat,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Heat,,Final Energy|Residential,Final Energy|Residential|Heat,,,,,Final Energy (w/o bunkers),1
resid heating,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Electricity,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,Final Energy (w/o bunkers),1
resid heating,gas,Final Energy,Final Energy|Gases,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Gases,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,Final Energy (w/o bunkers),1
resid heating,H2 retail delivery,Final Energy,Final Energy|Hydrogen,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Hydrogen,,Final Energy|Residential,Final Energy|Residential|Hydrogen,,,,,Final Energy (w/o bunkers),1
resid heating,hydrogen,Final Energy,Final Energy|Hydrogen,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Hydrogen,,Final Energy|Residential,Final Energy|Residential|Hydrogen,,,,,Final Energy (w/o bunkers),1
resid heating,refined liquids,Final Energy,Final Energy|Liquids,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Liquids,,Final Energy|Residential,Final Energy|Residential|Liquids,,,,,Final Energy (w/o bunkers),1
resid heating,traditional biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Solids,Final Energy|Residential and Commercial|Solids|Biomass,Final Energy|Residential,Final Energy|Residential|Solids,Final Energy|Residential|Solids|Biomass,,,,Final Energy (w/o bunkers),1
resid others,biomass,Final Energy,Final Energy|Solids,Final Energy|Solids|Biomass,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Solids,Final Energy|Residential and Commercial|Solids|Biomass,Final Energy|Residential,Final Energy|Residential|Solids,Final Energy|Residential|Solids|Biomass,,,,Final Energy (w/o bunkers),1
resid others,coal,Final Energy,Final Energy|Solids,Final Energy|Solids|Coal,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Solids,Final Energy|Residential and Commercial|Solids|Coal,Final Energy|Residential,Final Energy|Residential|Solids,Final Energy|Residential|Solids|Coal,,,,Final Energy (w/o bunkers),1
resid others,district heat,Final Energy,Final Energy|Heat,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Heat,,Final Energy|Residential,Final Energy|Residential|Heat,,,,,Final Energy (w/o bunkers),1
resid others,electricity,Final Energy,Final Energy|Electricity,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Electricity,,Final Energy|Residential,Final Energy|Residential|Electricity,,,,,Final Energy (w/o bunkers),1
resid others,gas,Final Energy,Final Energy|Gases,,Final Energy|Residential and Commercial,Final Energy|Residential and Commercial|Gases,,Final Energy|Residential,Final Energy|Residential|Gases,,,,,Final Energy (w/o bunkers),1
