# Kyoto gases by sector
ghg,ghg_sector,sector,subsector,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,unit_conv
CO2,,delivered biomass industry,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Solids,Emissions|Kyoto Gases|Energy|Supply|Solids|Biomass,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,delivered gas,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Gases,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,delivered gas h2,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Gases,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,delivered gas transport,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Gases,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,desalinated water,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Commercial,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,district heat,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Heat,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,elec_biomass (conv CCS),,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,elec_biomass (conv),,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,elec_biomass (IGCC CCS),,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,elec_biomass (IGCC),,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,elec_coal (conv pul CCS),,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,elec_coal (conv pul),,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,elec_coal (IGCC CCS),,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,elec_coal (IGCC),,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,elec_gas (CC CCS),,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,elec_gas (CC),,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,elec_gas (steam/CT),,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,elec_refined liquids (CC CCS),,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,elec_refined liquids (CC),,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,elec_refined liquids (steam/CT),,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,electricity,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Electricity,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,gas pipeline,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Gases,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,gas processing,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Gases,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,H2 central production,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Hydrogen,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,H2 forecourt production,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Hydrogen,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,H2 wholesale dispensing,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Hydrogen,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,industrial energy use,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,industrial feedstocks,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,iron and steel,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,mining energy use,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,N fertilizer,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,other industrial energy use,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,other industrial feedstocks,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Product Use,Emissions|Kyoto Gases|Product Use|Non-Energy Use,,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,process heat cement,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,process heat dac,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,Emissions|Kyoto Gases|Other Capture and Removal,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,process heat food processing,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,process heat paper,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,refined liquids bunkers,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Liquids,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,refined liquids enduse,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Liquids,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,refined liquids feedstocks,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Liquids,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,refined liquids industrial,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Liquids,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,refined liquids transport,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Liquids,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,refining,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Liquids,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,regional woodpulp for energy,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,regional biomass,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy,,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,regional biomassOil,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy,,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,regional corn for ethanol,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy,,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,regional sugar for ethanol,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy,,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,resid cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,resid heating,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,resid others,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,trn_aviation_intl,International Aviation,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Bunkers,Emissions|Kyoto Gases|Energy|Demand|Bunkers|International Aviation,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,trn_freight,Domestic Ship,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Domestic Shipping,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,trn_freight,Freight Rail,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Rail,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,trn_freight_road,Heavy truck,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Truck,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,trn_freight_road,Light truck,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Truck,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,trn_freight_road,Medium truck,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Truck,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,trn_pass,Domestic Aviation,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Domestic Aviation,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,trn_pass,Passenger Rail,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Rail,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,trn_pass_road,Bus,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Bus,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,trn_pass_road_LDV,2W and 3W,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle|Two-Wheeler,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,trn_pass_road_LDV_4W,Large Car and Truck,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle|Large Car and SUV,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,trn_pass_road_LDV_4W,Car,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle|Midsize Car,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,trn_pass_road_LDV_4W,Mini Car,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Transportation,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|Kyoto Gases|Energy|Demand|Transportation|Light-Duty Vehicle|Subcompact Car,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,trn_shipping_intl,International Ship,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Bunkers,Emissions|Kyoto Gases|Energy|Demand|Bunkers|International Shipping,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,unconventional oil production,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Liquids,Emissions|Kyoto Gases|Energy|Supply|Liquids|Oil,Emissions|Kyoto Gases|Energy|Supply|Liquids|Fossil,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,waste biomass for paper,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,wholesale gas,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,,Emissions|Kyoto Gases|Energy|Supply,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
CO2,,wholesale gas feedstocks,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Supply,Emissions|Kyoto Gases|Energy|Supply|Gases,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC125,,comm cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC125,,resid cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC125,,urban processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC125,,industrial processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC134a,,comm cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC134a,,industrial processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC134a,,resid cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC134a,,urban processes,landfills,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC134a,,urban processes,wastewater,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC134a,,urban processes,waste_incineration,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC134a,,urban processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC143a,,comm cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC143a,,resid cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC143a,,urban processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC143a,,industrial processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC152a,,urban processes,landfills,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC152a,,urban processes,wastewater,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC152a,,urban processes,waste_incineration,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC152a,,urban processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC152a,,industrial processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC227ea,,urban processes,landfills,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC227ea,,urban processes,wastewater,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC227ea,,urban processes,waste_incineration,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC227ea,,urban processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC227ea,,industrial processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC23,,comm cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC23,,industrial processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC23,,resid cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC23,,urban processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC236fa,,urban processes,landfills,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC236fa,,urban processes,wastewater,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC236fa,,urban processes,waste_incineration,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC236fa,,urban processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Other,,,,,,,,,,,1
HFC236fa,,industrial processes,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Industry,,,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC236fa,,comm cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
HFC236fa,,resid cooling,,Emissions|Kyoto Gases,Emissions|Kyoto Gases|Energy,Emissions|Kyoto Gases|Energy|Demand,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial,Emissions|Kyoto Gases|Energy|Demand|Residential,Emissions|Kyoto Gases|Energy|Demand|Residential and Commercial and AFOFI,,,,,,Emissions|Kyoto Gases|Energy and Industrial Processes,1
