"region","PrimaryFuelCO2Coef.name","PrimaryFuelCO2Coef"
"USA","refined liquids feedstocks",19.6
"Africa_Eastern","refined liquids feedstocks",19.6
"Africa_Northern","refined liquids feedstocks",19.6
"Africa_Southern","refined liquids feedstocks",19.6
"Africa_Western","refined liquids feedstocks",19.6
"Australia_NZ","refined liquids feedstocks",19.6
"Brazil","refined liquids feedstocks",19.6
"Canada","refined liquids feedstocks",19.6
"Central America and Caribbean","refined liquids feedstocks",19.6
"Central Asia","refined liquids feedstocks",19.6
"China","refined liquids feedstocks",19.6
"EU-12","refined liquids feedstocks",19.6
"EU-15","refined liquids feedstocks",19.6
"Europe_Eastern","refined liquids feedstocks",19.6
"Europe_Non_EU","refined liquids feedstocks",19.6
"European Free Trade Association","refined liquids feedstocks",19.6
"India","refined liquids feedstocks",19.6
"Indonesia","refined liquids feedstocks",19.6
"Japan","refined liquids feedstocks",19.6
"Mexico","refined liquids feedstocks",19.6
"Middle East","refined liquids feedstocks",19.6
"Pakistan","refined liquids feedstocks",19.6
"Russia","refined liquids feedstocks",19.6
"South Africa","refined liquids feedstocks",19.6
"South America_Northern","refined liquids feedstocks",19.6
"South America_Southern","refined liquids feedstocks",19.6
"South Asia","refined liquids feedstocks",19.6
"South Korea","refined liquids feedstocks",19.6
"Southeast Asia","refined liquids feedstocks",19.6
"Taiwan","refined liquids feedstocks",19.6
"Argentina","refined liquids feedstocks",19.6
"Colombia","refined liquids feedstocks",19.6
"USA","limestone",0.08
"Africa_Eastern","limestone",0.08
"Africa_Northern","limestone",0.08
"Africa_Southern","limestone",0.08
"Africa_Western","limestone",0.08
"Australia_NZ","limestone",0.08
"Brazil","limestone",0.08
"Canada","limestone",0.08
"Central America and Caribbean","limestone",0.08
"Central Asia","limestone",0.08
"China","limestone",0.08
"EU-12","limestone",0.08
"EU-15","limestone",0.08
"Europe_Eastern","limestone",0.08
"Europe_Non_EU","limestone",0.08
"European Free Trade Association","limestone",0.08
"India","limestone",0.08
"Indonesia","limestone",0.08
"Japan","limestone",0.08
"Mexico","limestone",0.08
"Middle East","limestone",0.08
"Pakistan","limestone",0.08
"Russia","limestone",0.08
"South Africa","limestone",0.08
"South America_Northern","limestone",0.08
"South America_Southern","limestone",0.08
"South Asia","limestone",0.08
"South Korea","limestone",0.08
"Southeast Asia","limestone",0.08
"Taiwan","limestone",0.08
"Argentina","limestone",0.08
"Colombia","limestone",0.08
"USA","unconventional oil upscaling",1.5
"Africa_Eastern","unconventional oil upscaling",1.5
"Africa_Northern","unconventional oil upscaling",1.5
"Africa_Southern","unconventional oil upscaling",1.5
"Africa_Western","unconventional oil upscaling",1.5
"Australia_NZ","unconventional oil upscaling",1.5
"Brazil","unconventional oil upscaling",1.5
"Canada","unconventional oil upscaling",1.5
"Central America and Caribbean","unconventional oil upscaling",1.5
"Central Asia","unconventional oil upscaling",1.5
"China","unconventional oil upscaling",1.5
"EU-12","unconventional oil upscaling",1.5
"EU-15","unconventional oil upscaling",1.5
"Europe_Eastern","unconventional oil upscaling",1.5
"Europe_Non_EU","unconventional oil upscaling",1.5
"European Free Trade Association","unconventional oil upscaling",1.5
"India","unconventional oil upscaling",1.5
"Indonesia","unconventional oil upscaling",1.5
"Japan","unconventional oil upscaling",1.5
"Mexico","unconventional oil upscaling",1.5
"Middle East","unconventional oil upscaling",1.5
"Pakistan","unconventional oil upscaling",1.5
"Russia","unconventional oil upscaling",1.5
"South Africa","unconventional oil upscaling",1.5
"South America_Northern","unconventional oil upscaling",1.5
"South America_Southern","unconventional oil upscaling",1.5
"South Asia","unconventional oil upscaling",1.5
"South Korea","unconventional oil upscaling",1.5
"Southeast Asia","unconventional oil upscaling",1.5
"Taiwan","unconventional oil upscaling",1.5
"Argentina","unconventional oil upscaling",1.5
"Colombia","unconventional oil upscaling",1.5
"USA","regional industrial_roundwood",0
"Africa_Eastern","regional industrial_roundwood",0
"Africa_Northern","regional industrial_roundwood",0
"Africa_Southern","regional industrial_roundwood",0
"Africa_Western","regional industrial_roundwood",0
"Australia_NZ","regional industrial_roundwood",0
"Brazil","regional industrial_roundwood",0
"Canada","regional industrial_roundwood",0
"Central America and Caribbean","regional industrial_roundwood",0
"Central Asia","regional industrial_roundwood",0
"China","regional industrial_roundwood",0
"EU-12","regional industrial_roundwood",0
"EU-15","regional industrial_roundwood",0
"Europe_Eastern","regional industrial_roundwood",0
"Europe_Non_EU","regional industrial_roundwood",0
"European Free Trade Association","regional industrial_roundwood",0
"India","regional industrial_roundwood",0
"Indonesia","regional industrial_roundwood",0
"Japan","regional industrial_roundwood",0
"Mexico","regional industrial_roundwood",0
"Middle East","regional industrial_roundwood",0
"Pakistan","regional industrial_roundwood",0
"Russia","regional industrial_roundwood",0
"South Africa","regional industrial_roundwood",0
"South America_Northern","regional industrial_roundwood",0
"South America_Southern","regional industrial_roundwood",0
"South Asia","regional industrial_roundwood",0
"South Korea","regional industrial_roundwood",0
"Southeast Asia","regional industrial_roundwood",0
"Taiwan","regional industrial_roundwood",0
"Argentina","regional industrial_roundwood",0
"Colombia","regional industrial_roundwood",0
"USA","regional sawnwood",0
"Africa_Eastern","regional sawnwood",0
"Africa_Northern","regional sawnwood",0
"Africa_Southern","regional sawnwood",0
"Africa_Western","regional sawnwood",0
"Australia_NZ","regional sawnwood",0
"Brazil","regional sawnwood",0
"Canada","regional sawnwood",0
"Central America and Caribbean","regional sawnwood",0
"Central Asia","regional sawnwood",0
"China","regional sawnwood",0
"EU-12","regional sawnwood",0
"EU-15","regional sawnwood",0
"Europe_Eastern","regional sawnwood",0
"Europe_Non_EU","regional sawnwood",0
"European Free Trade Association","regional sawnwood",0
"India","regional sawnwood",0
"Indonesia","regional sawnwood",0
"Japan","regional sawnwood",0
"Mexico","regional sawnwood",0
"Middle East","regional sawnwood",0
"Pakistan","regional sawnwood",0
"Russia","regional sawnwood",0
"South Africa","regional sawnwood",0
"South America_Northern","regional sawnwood",0
"South America_Southern","regional sawnwood",0
"South Asia","regional sawnwood",0
"South Korea","regional sawnwood",0
"Southeast Asia","regional sawnwood",0
"Taiwan","regional sawnwood",0
"Argentina","regional sawnwood",0
"Colombia","regional sawnwood",0
"USA","regional woodpulp",0
"Africa_Eastern","regional woodpulp",0
"Africa_Northern","regional woodpulp",0
"Africa_Southern","regional woodpulp",0
"Africa_Western","regional woodpulp",0
"Australia_NZ","regional woodpulp",0
"Brazil","regional woodpulp",0
"Canada","regional woodpulp",0
"Central America and Caribbean","regional woodpulp",0
"Central Asia","regional woodpulp",0
"China","regional woodpulp",0
"EU-12","regional woodpulp",0
"EU-15","regional woodpulp",0
"Europe_Eastern","regional woodpulp",0
"Europe_Non_EU","regional woodpulp",0
"European Free Trade Association","regional woodpulp",0
"India","regional woodpulp",0
"Indonesia","regional woodpulp",0
"Japan","regional woodpulp",0
"Mexico","regional woodpulp",0
"Middle East","regional woodpulp",0
"Pakistan","regional woodpulp",0
"Russia","regional woodpulp",0
"South Africa","regional woodpulp",0
"South America_Northern","regional woodpulp",0
"South America_Southern","regional woodpulp",0
"South Asia","regional woodpulp",0
"South Korea","regional woodpulp",0
"Southeast Asia","regional woodpulp",0
"Taiwan","regional woodpulp",0
"Argentina","regional woodpulp",0
"Colombia","regional woodpulp",0
"USA","NonFoodDemand_sawnwood",0
"Africa_Eastern","NonFoodDemand_sawnwood",0
"Africa_Northern","NonFoodDemand_sawnwood",0
"Africa_Southern","NonFoodDemand_sawnwood",0
"Africa_Western","NonFoodDemand_sawnwood",0
"Australia_NZ","NonFoodDemand_sawnwood",0
"Brazil","NonFoodDemand_sawnwood",0
"Canada","NonFoodDemand_sawnwood",0
"Central America and Caribbean","NonFoodDemand_sawnwood",0
"Central Asia","NonFoodDemand_sawnwood",0
"China","NonFoodDemand_sawnwood",0
"EU-12","NonFoodDemand_sawnwood",0
"EU-15","NonFoodDemand_sawnwood",0
"Europe_Eastern","NonFoodDemand_sawnwood",0
"Europe_Non_EU","NonFoodDemand_sawnwood",0
"European Free Trade Association","NonFoodDemand_sawnwood",0
"India","NonFoodDemand_sawnwood",0
"Indonesia","NonFoodDemand_sawnwood",0
"Japan","NonFoodDemand_sawnwood",0
"Mexico","NonFoodDemand_sawnwood",0
"Middle East","NonFoodDemand_sawnwood",0
"Pakistan","NonFoodDemand_sawnwood",0
"Russia","NonFoodDemand_sawnwood",0
"South Africa","NonFoodDemand_sawnwood",0
"South America_Northern","NonFoodDemand_sawnwood",0
"South America_Southern","NonFoodDemand_sawnwood",0
"South Asia","NonFoodDemand_sawnwood",0
"South Korea","NonFoodDemand_sawnwood",0
"Southeast Asia","NonFoodDemand_sawnwood",0
"Taiwan","NonFoodDemand_sawnwood",0
"Argentina","NonFoodDemand_sawnwood",0
"Colombia","NonFoodDemand_sawnwood",0
"USA","NonFoodDemand_woodpulp",0
"Africa_Eastern","NonFoodDemand_woodpulp",0
"Africa_Northern","NonFoodDemand_woodpulp",0
"Africa_Southern","NonFoodDemand_woodpulp",0
"Africa_Western","NonFoodDemand_woodpulp",0
"Australia_NZ","NonFoodDemand_woodpulp",0
"Brazil","NonFoodDemand_woodpulp",0
"Canada","NonFoodDemand_woodpulp",0
"Central America and Caribbean","NonFoodDemand_woodpulp",0
"Central Asia","NonFoodDemand_woodpulp",0
"China","NonFoodDemand_woodpulp",0
"EU-12","NonFoodDemand_woodpulp",0
"EU-15","NonFoodDemand_woodpulp",0
"Europe_Eastern","NonFoodDemand_woodpulp",0
"Europe_Non_EU","NonFoodDemand_woodpulp",0
"European Free Trade Association","NonFoodDemand_woodpulp",0
"India","NonFoodDemand_woodpulp",0
"Indonesia","NonFoodDemand_woodpulp",0
"Japan","NonFoodDemand_woodpulp",0
"Mexico","NonFoodDemand_woodpulp",0
"Middle East","NonFoodDemand_woodpulp",0
"Pakistan","NonFoodDemand_woodpulp",0
"Russia","NonFoodDemand_woodpulp",0
"South Africa","NonFoodDemand_woodpulp",0
"South America_Northern","NonFoodDemand_woodpulp",0
"South America_Southern","NonFoodDemand_woodpulp",0
"South Asia","NonFoodDemand_woodpulp",0
"South Korea","NonFoodDemand_woodpulp",0
"Southeast Asia","NonFoodDemand_woodpulp",0
"Taiwan","NonFoodDemand_woodpulp",0
"Argentina","NonFoodDemand_woodpulp",0
"Colombia","NonFoodDemand_woodpulp",0
"USA","regional woodpulp for energy",23
"Africa_Eastern","regional woodpulp for energy",23
"Africa_Northern","regional woodpulp for energy",23
"Africa_Southern","regional woodpulp for energy",23
"Africa_Western","regional woodpulp for energy",23
"Australia_NZ","regional woodpulp for energy",23
"Brazil","regional woodpulp for energy",23
"Canada","regional woodpulp for energy",23
"Central America and Caribbean","regional woodpulp for energy",23
"Central Asia","regional woodpulp for energy",23
"China","regional woodpulp for energy",23
"EU-12","regional woodpulp for energy",23
"EU-15","regional woodpulp for energy",23
"Europe_Eastern","regional woodpulp for energy",23
"Europe_Non_EU","regional woodpulp for energy",23
"European Free Trade Association","regional woodpulp for energy",23
"India","regional woodpulp for energy",23
"Indonesia","regional woodpulp for energy",23
"Japan","regional woodpulp for energy",23
"Mexico","regional woodpulp for energy",23
"Middle East","regional woodpulp for energy",23
"Pakistan","regional woodpulp for energy",23
"Russia","regional woodpulp for energy",23
"South Africa","regional woodpulp for energy",23
"South America_Northern","regional woodpulp for energy",23
"South America_Southern","regional woodpulp for energy",23
"South Asia","regional woodpulp for energy",23
"South Korea","regional woodpulp for energy",23
"Southeast Asia","regional woodpulp for energy",23
"Taiwan","regional woodpulp for energy",23
"Argentina","regional woodpulp for energy",23
"Colombia","regional woodpulp for energy",23
