# non co2 emissions map
sector,subsector,ghg,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,unit_conv
urban processes,wastewater,NOx,Emissions|NOx,Emissions|NOx|Waste,,,,,,,,,,,,,1
urban processes,,NOx,Emissions|NOx,Emissions|NOx|Other,,,,,,,,,,,,,1
waste biomass for paper,biomass,NOx,Emissions|NOx,Emissions|NOx|Industrial Processes,Emissions|NOx|Industrial Processes|Pulp and Paper,,,,,,,,,,,Emissions|NOx|Energy and Industrial Processes,1
waste biomass for paper,,NOx,Emissions|NOx,Emissions|NOx|Industrial Processes,Emissions|NOx|Industrial Processes|Pulp and Paper,,,,,,,,,,,Emissions|NOx|Energy and Industrial Processes,1
Beef,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Livestock,,,Emissions|NOx|AFOLU|Agriculture|Livestock|Enteric Fermentation,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Corn,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Dairy,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Livestock,,,Emissions|NOx|AFOLU|Agriculture|Livestock|Enteric Fermentation,Emissions|NOx|AFOLU [NGHGI],,,,,,1
FiberCrop,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
FodderGrass,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Land,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
FodderHerb,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Land,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Fruits,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Legumes,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
MiscCrop,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
NutsSeeds,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
OilCrop,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
OilPalm,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
OtherGrain,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
PalmFruit,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Pork,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Livestock,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Poultry,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Livestock,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Rice,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Rice,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
RootTuber,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
SheepGoat,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Livestock,,,Emissions|NOx|AFOLU|Agriculture|Livestock|Enteric Fermentation,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Soybean,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
SugarCrop,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Vegetables,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Wheat,,NOx_AGR,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agriculture,,Emissions|NOx|AFOLU|Agriculture|Managed Soils,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Corn,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
FiberCrop,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Fruits,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Legumes,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
MiscCrop,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
NutsSeeds,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
OilCrop,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
OilPalm,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
OtherGrain,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
PalmFruit,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Rice,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
RootTuber,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Soybean,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
SugarCrop,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Vegetables,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
Wheat,,NOx_AWB,Emissions|NOx,Emissions|NOx|AFOLU,Emissions|NOx|AFOLU|Agricultural Waste Burning,,,,,,Emissions|NOx|AFOLU [NGHGI],,,,,,1
agricultural energy use,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|AFOFI,,,,,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|OC|Energy and Industrial Processes,1
alumina,biomass,OC,Emissions|OC,Emissions|OC|Industrial Processes,Emissions|OC|Industrial Processes|Non-Ferrous Metals,,,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
alumina,,OC,Emissions|OC,Emissions|OC|Industrial Processes,Emissions|OC|Industrial Processes|Non-Ferrous Metals,,,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
ammonia,,OC,Emissions|OC,Emissions|OC|Industrial Processes,Emissions|OC|Industrial Processes|Chemicals,,Emissions|OC|Industrial Processes|Chemicals|Ammonia,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
backup_electricity,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Supply,,Emissions|OC|Energy|Supply|Electricity,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
chemical energy use,biomass,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Industry,Emissions|OC|Energy|Demand|Industry|Biomass,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
chemical energy use,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Industry,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
comm cooling,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,,,Emissions|OC|Energy|Demand|Commercial,,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|OC|Energy and Industrial Processes,1
comm heating,biomass,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,Emissions|OC|Energy|Demand|Residential and Commercial|Biomass,,Emissions|OC|Energy|Demand|Commercial,Emissions|OC|Energy|Demand|Commercial|Biomass,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI|Biomass,,Emissions|OC|Energy and Industrial Processes,1
comm heating,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,,,Emissions|OC|Energy|Demand|Commercial,,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|OC|Energy and Industrial Processes,1
comm others,biomass,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,Emissions|OC|Energy|Demand|Residential and Commercial|Biomass,,Emissions|OC|Energy|Demand|Commercial,Emissions|OC|Energy|Demand|Commercial|Biomass,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI|Biomass,,Emissions|OC|Energy and Industrial Processes,1
comm others,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,,,Emissions|OC|Energy|Demand|Commercial,,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|OC|Energy and Industrial Processes,1
construction energy use,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Industry,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
district heat,biomass,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Supply,Emissions|OC|Energy|Supply|Biomass,Emissions|OC|Energy|Supply|Heat,Emissions|OC|Energy|Supply|Heat|Biomass,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
district heat,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Supply,,Emissions|OC|Energy|Supply|Heat,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
electricity,biomass,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Supply,Emissions|OC|Energy|Supply|Biomass,Emissions|OC|Energy|Supply|Electricity,Emissions|OC|Energy|Supply|Electricity|Biomass,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
electricity,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Supply,,Emissions|OC|Energy|Supply|Electricity,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
industrial energy use,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Industry,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
industrial processes,solvents,OC,Emissions|OC,Emissions|OC|Product Use,Emissions|OC|Product Use|Solvents,,,,,,,,,,,,1
industrial processes,,OC,Emissions|OC,Emissions|OC|Industrial Processes,,,,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
iron and steel,,OC,Emissions|OC,Emissions|OC|Industrial Processes,Emissions|OC|Industrial Processes|Iron and Steel,,,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
mining energy use,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Industry,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
N fertilizer,,OC,Emissions|OC,Emissions|OC|Industrial Processes,Emissions|OC|Industrial Processes|Chemicals,,Emissions|OC|Industrial Processes|Chemicals|Ammonia,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
other industrial energy use,biomass,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Industry,Emissions|OC|Energy|Demand|Industry|Biomass,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
other industrial energy use,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Industry,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
process heat cement,biomass,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Industry,Emissions|OC|Energy|Demand|Industry|Biomass,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
process heat cement,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Industry,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
process heat food processing,biomass,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Industry,Emissions|OC|Energy|Demand|Industry|Biomass,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
process heat food processing,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Industry,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
process heat paper,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Industry,,,,,,,,,Emissions|OC|Energy and Industrial Processes,1
resid cooling,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,,,Emissions|OC|Energy|Demand|Residential,,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|OC|Energy and Industrial Processes,1
resid cooling modern,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,,,Emissions|OC|Energy|Demand|Residential,,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|OC|Energy and Industrial Processes,1
resid heating,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,,,Emissions|OC|Energy|Demand|Residential,,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|OC|Energy and Industrial Processes,1
resid heating coal,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,,,Emissions|OC|Energy|Demand|Residential,,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|OC|Energy and Industrial Processes,1
resid heating modern,biomass,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,Emissions|OC|Energy|Demand|Residential and Commercial|Biomass,,Emissions|OC|Energy|Demand|Residential,Emissions|OC|Energy|Demand|Residential|Biomass,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI|Biomass,,Emissions|OC|Energy and Industrial Processes,1
resid heating modern,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,,,Emissions|OC|Energy|Demand|Residential,,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|OC|Energy and Industrial Processes,1
resid heating TradBio,traditional biomass,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,Emissions|OC|Energy|Demand|Residential and Commercial|Biomass,Emissions|OC|Energy|Demand|Residential and Commercial|Biomass|Traditional,Emissions|OC|Energy|Demand|Residential,Emissions|OC|Energy|Demand|Residential|Biomass,Emissions|OC|Energy|Demand|Residential|Biomass|Traditional,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI|Biomass,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI|Biomass|Traditional,Emissions|OC|Energy and Industrial Processes,1
resid heating TradBio,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,,,Emissions|OC|Energy|Demand|Residential,,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|OC|Energy and Industrial Processes,1
resid others,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,,,Emissions|OC|Energy|Demand|Residential,,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|OC|Energy and Industrial Processes,1
resid others coal,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,,,Emissions|OC|Energy|Demand|Residential,,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|OC|Energy and Industrial Processes,1
resid others modern,biomass,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,Emissions|OC|Energy|Demand|Residential and Commercial|Biomass,,Emissions|OC|Energy|Demand|Residential,Emissions|OC|Energy|Demand|Residential|Biomass,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI|Biomass,,Emissions|OC|Energy and Industrial Processes,1
resid others modern,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,,,Emissions|OC|Energy|Demand|Residential,,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|OC|Energy and Industrial Processes,1
resid others TradBio,traditional biomass,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,Emissions|OC|Energy|Demand|Residential and Commercial|Biomass,Emissions|OC|Energy|Demand|Residential and Commercial|Biomass|Traditional,Emissions|OC|Energy|Demand|Residential,Emissions|OC|Energy|Demand|Residential|Biomass,Emissions|OC|Energy|Demand|Residential|Biomass|Traditional,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI|Biomass,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI|Biomass|Traditional,Emissions|OC|Energy and Industrial Processes,1
resid others TradBio,,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Residential and Commercial,,,Emissions|OC|Energy|Demand|Residential,,,Emissions|OC|Energy|Demand|Residential and Commercial and AFOFI,,,Emissions|OC|Energy and Industrial Processes,1
trn_aviation_intl,International Aviation,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Bunkers,,,Emissions|OC|Energy|Demand|Bunkers|International Aviation,,,,,,Emissions|OC|Energy and Industrial Processes,1
trn_freight,Domestic Ship,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Transportation,,,,Emissions|OC|Energy|Demand|Transportation|Domestic Shipping,,,,,Emissions|OC|Energy and Industrial Processes,1
trn_freight,Freight Rail,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Transportation,,,,Emissions|OC|Energy|Demand|Transportation|Rail,,,,,Emissions|OC|Energy and Industrial Processes,1
trn_freight_road,Heavy truck,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Transportation,,,,Emissions|OC|Energy|Demand|Transportation|Truck,,,,,Emissions|OC|Energy and Industrial Processes,1
trn_freight_road,Light truck,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Transportation,,,,Emissions|OC|Energy|Demand|Transportation|Truck,,,,,Emissions|OC|Energy and Industrial Processes,1
trn_freight_road,Medium truck,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Transportation,,,,Emissions|OC|Energy|Demand|Transportation|Truck,,,,,Emissions|OC|Energy and Industrial Processes,1
trn_pass,Domestic Aviation,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Transportation,,,,Emissions|OC|Energy|Demand|Transportation|Domestic Aviation,,,,,Emissions|OC|Energy and Industrial Processes,1
trn_pass,Passenger Rail,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Transportation,,,,Emissions|OC|Energy|Demand|Transportation|Rail,,,,,Emissions|OC|Energy and Industrial Processes,1
trn_pass_road,Bus,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Transportation,,,,Emissions|OC|Energy|Demand|Transportation|Bus,,,,,Emissions|OC|Energy and Industrial Processes,1
trn_pass_road_LDV,2W and 3W,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Transportation,,,,Emissions|OC|Energy|Demand|Transportation|Light-Duty Vehicle,,Emissions|OC|Energy|Demand|Transportation|Light-Duty Vehicle|Two-Wheeler,,,Emissions|OC|Energy and Industrial Processes,1
trn_pass_road_LDV_4W,Car,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Transportation,,,,Emissions|OC|Energy|Demand|Transportation|Light-Duty Vehicle,,Emissions|OC|Energy|Demand|Transportation|Light-Duty Vehicle|Midsize Car,,,Emissions|OC|Energy and Industrial Processes,1
trn_pass_road_LDV_4W,Large Car and Truck,OC,Emissions|OC,Emissions|OC|Energy,Emissions|OC|Energy|Demand,,Emissions|OC|Energy|Demand|Transportation,,,,Emissions|OC|Energy|Demand|Transportation|Light-Duty Vehicle,,Emissions|OC|Energy|Demand|Transportation|Light-Duty Vehicle|Large Car and SUV,,,Emissions|OC|Energy and Industrial Processes,1
