# CO2 emission by tech mapping
sector,subsector,technology,var1,var2,var3,var4,var5,var6,var7,var8,var9,unit_conv
refining,biomass liquids,FT biofuels CCS level 1,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Supply,Emissions|CO2|Energy|Supply|Liquids,,,,,3.666667
refining,biomass liquids,FT biofuels CCS level 2,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Supply,Emissions|CO2|Energy|Supply|Liquids,,,,,3.666667
refining,biomass liquids,biodiesel,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Supply,Emissions|CO2|Energy|Supply|Liquids,,,,,3.666667
refining,biomass liquids,cellulosic ethanol,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Supply,Emissions|CO2|Energy|Supply|Liquids,,,,,3.666667
refining,biomass liquids,cellulosic ethanol CCS level 1,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Supply,Emissions|CO2|Energy|Supply|Liquids,,,,,3.666667
refining,biomass liquids,cellulosic ethanol CCS level 2,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Supply,Emissions|CO2|Energy|Supply|Liquids,,,,,3.666667
refining,biomass liquids,corn ethanol,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Supply,Emissions|CO2|Energy|Supply|Liquids,,,,,3.666667
refining,coal to liquids,coal to liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Supply,Emissions|CO2|Energy|Supply|Liquids,,,,,3.666667
refining,gas to liquids,gas to liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Supply,Emissions|CO2|Energy|Supply|Liquids,,,,,3.666667
refining,oil refining,oil refining,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Supply,Emissions|CO2|Energy|Supply|Liquids,,,,,3.666667
regional biomass,regional biomass,regional biomass,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,,,,,,,3.666667
regional biomassOil,regional biomassOil,OilCrop,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,,,,,,,3.666667
regional biomassOil,regional biomassOil,Soybean,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,,,,,,,3.666667
regional biomassOil,regional biomassOil,OilPalm,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,,,,,,,3.666667
regional corn for ethanol,regional corn for ethanol,regional corn for ethanol,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,,,,,,,3.666667
regional sugar for ethanol,regional sugar for ethanol,regional sugar for ethanol,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,,,,,,,3.666667
regional woodpulp for energy,regional woodpulp for energy,regional woodpulp for energy,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Industry,Emissions|CO2|Energy|Demand|Industry|Other Sector,,,,3.666667
resid cooling modern,gas,gas,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Residential and Commercial,Emissions|CO2|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CO2|Energy|Demand|Residential,,,3.666667
resid heating coal,coal,coal,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Residential and Commercial,Emissions|CO2|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CO2|Energy|Demand|Residential,,,3.666667
resid heating modern,biomass,biomass,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Residential and Commercial,Emissions|CO2|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CO2|Energy|Demand|Residential,,,3.666667
resid heating modern,gas,gas,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Residential and Commercial,Emissions|CO2|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CO2|Energy|Demand|Residential,,,3.666667
resid heating modern,refined liquids,refined liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Residential and Commercial,Emissions|CO2|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CO2|Energy|Demand|Residential,,,3.666667
resid others coal,coal,coal,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Residential and Commercial,Emissions|CO2|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CO2|Energy|Demand|Residential,,,3.666667
resid others modern,biomass,biomass,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Residential and Commercial,Emissions|CO2|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CO2|Energy|Demand|Residential,,,3.666667
resid others modern,gas,gas,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Residential and Commercial,Emissions|CO2|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CO2|Energy|Demand|Residential,,,3.666667
resid others modern,refined liquids,refined liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Residential and Commercial,Emissions|CO2|Energy|Demand|Residential and Commercial and AFOFI,Emissions|CO2|Energy|Demand|Residential,,,3.666667
trn_aviation_intl,International Aviation,Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,,,,,3.666667
trn_freight,Domestic Ship,Hybrid Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Domestic Shipping,,,,3.666667
trn_freight,Domestic Ship,Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Domestic Shipping,,,,3.666667
trn_freight,Freight Rail,Coal,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Rail,,,,3.666667
trn_freight,Freight Rail,Hybrid Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Rail,,,,3.666667
trn_freight,Freight Rail,Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Rail,,,,3.666667
trn_freight_road,Heavy truck,Hybrid Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Truck,,,,3.666667
trn_freight_road,Heavy truck,Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Truck,,,,3.666667
trn_freight_road,Light truck,Hybrid Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Truck,,,,3.666667
trn_freight_road,Light truck,Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Truck,,,,3.666667
trn_freight_road,Light truck,NG,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Truck,,,,3.666667
trn_freight_road,Medium truck,Hybrid Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Truck,,,,3.666667
trn_freight_road,Medium truck,Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Truck,,,,3.666667
trn_pass,Domestic Aviation,Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Domestic Aviation,,,,3.666667
trn_pass,Passenger Rail,Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Rail,,,,3.666667
trn_pass_road,Bus,Hybrid Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Bus,,,,3.666667
trn_pass_road,Bus,Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Bus,,,,3.666667
trn_pass_road,Bus,NG,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Bus,,,,3.666667
trn_pass_road_LDV,2W and 3W,Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle|Two-Wheeler,,,3.666667
trn_pass_road_LDV,2W and 3W,NG,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle|Two-Wheeler,,,3.666667
trn_pass_road_LDV_4W,Car,Hybrid Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle|Midsize Car,,,3.666667
trn_pass_road_LDV_4W,Car,Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle|Midsize Car,,,3.666667
trn_pass_road_LDV_4W,Car,NG,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle|Midsize Car,,,3.666667
trn_pass_road_LDV_4W,Large Car and Truck,Hybrid Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle|Large Car and SUV,,,3.666667
trn_pass_road_LDV_4W,Large Car and Truck,Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle|Large Car and SUV,,,3.666667
trn_pass_road_LDV_4W,Large Car and Truck,NG,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle|Large Car and SUV,,,3.666667
trn_pass_road_LDV_4W,Mini Car,Hybrid Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle|Subcompact Car,,,3.666667
trn_pass_road_LDV_4W,Mini Car,Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle|Subcompact Car,,,3.666667
trn_pass_road_LDV_4W,Mini Car,NG,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle,Emissions|CO2|Energy|Demand|Transportation|Light-Duty Vehicle|Subcompact Car,,,3.666667
trn_shipping_intl,International Ship,Hybrid Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,,,,,3.666667
trn_shipping_intl,International Ship,Liquids,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Transportation,,,,,3.666667
waste biomass for paper,biomass,biomass,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Industry,Emissions|CO2|Energy|Demand|Industry|Other Sector,,,,3.666667
waste biomass for paper,biomass,biomass CCS,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Industry,Emissions|CO2|Energy|Demand|Industry|Other Sector,,,,3.666667
waste biomass for paper,biomass,biomass cogen,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Industry,Emissions|CO2|Energy|Demand|Industry|Other Sector,,,,3.666667
waste biomass for paper,biomass,biomass cogen CCS,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Demand,Emissions|CO2|Energy|Demand|Industry,Emissions|CO2|Energy|Demand|Industry|Other Sector,,,,3.666667
wholesale gas,,,Emissions|CO2,Emissions|CO2|Energy and Industrial Processes,Emissions|CO2|Energy,Emissions|CO2|Energy|Supply,Emissions|CO2|Energy|Supply|Gases,,,,,3.666667
