# Water XXs by subsector
sector,subsector,var1,var2,var3,var4,unit_conv
FodderHerb,FodderHerbC4_MissppRS,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerbC4_OhioR,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerbC4_TennR,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerbC4_TexasCst,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerbC4_UsaColoRN,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerbC4_UsaCstE,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerbC4_UsaCstSE,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerb_ArkWhtRedR,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerb_GreatBasin,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerb_MissppRN,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerb_MissppRS,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerb_OhioR,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerb_TennR,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerb_TexasCst,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerb_UsaColoRN,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerb_UsaCstE,Water XX,Water XX|Irrigation,,,1
FodderHerb,FodderHerb_UsaCstSE,Water XX,Water XX|Irrigation,,,1
food processing,food processing,Water XX,NoReported,,,1
Fruits,FruitsTree_AfrCstE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AfrCstNE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_LChad,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_NileR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_RiftValley,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ShebJubR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AfrCstE,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_NileR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_RiftValley,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ShebJubR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AfrCstNW,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AfrIntN,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_MeditE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_MeditS,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_SinaiP,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AfrCstNW,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AfrIntN,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_MeditE,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_MeditS,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_SinaiP,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AfrCstS,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AfrCstSE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AfrCstSW,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AfrIntS,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AngolaCst,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_CongoR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_LimpopoR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_OrangeR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ZambeziR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AfrCstS,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AfrCstSE,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AfrIntS,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AngolaCst,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_CongoR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_LimpopoR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ZambeziR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AfrCstW,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_GuineaGulf,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_NigerR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_SenegalR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_VoltaR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AfrCstW,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_GuineaGulf,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_LChad,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_NigerR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_SenegalR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_VoltaR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ArgColoR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ArgCstN,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ArgCstS,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ChileCstS,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_MarChiq,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_NegroR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Pampas,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Patagonia,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_RioLaPlata,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Salinas,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ArgColoR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ArgCstN,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ArgCstS,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ChileCstS,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_MarChiq,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_NegroR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Pampas,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Patagonia,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_RioLaPlata,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Salinas,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AusCstE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AusCstN,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AusCstS,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AusCstW,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AusInt,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_MurrayDrlg,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_NewZealand,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Tasmania,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AusCstE,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AusCstN,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AusCstS,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AusCstW,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AusInt,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_MurrayDrlg,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_NewZealand,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Tasmania,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AmazonR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_BrzCstE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_BrzCstN,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_BrzCstS,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ParnaibaR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_SaoFrancR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_TocantinsR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AmazonR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_BrzCstE,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_BrzCstN,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_BrzCstS,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ParnaibaR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_SaoFrancR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_TocantinsR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_CanAtl,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_FraserR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_GreatLakes,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_HudsonBay,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_NWTerr,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_NelsonR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_PacArctic,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_StLwrncR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_UsaCstNE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_UsaPacNW,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_CanAtl,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_FraserR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_GreatLakes,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_HudsonBay,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Mackenzie,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_MissouriR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_NWTerr,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_NelsonR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_PacArctic,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_StLwrncR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_UsaCstNE,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_UsaPacNW,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Caribbean,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_CntAmer,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ColEcuaCst,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_GrijUsuR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_SAmerCstN,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_YucatanP,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Caribbean,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_CntAmer,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ColEcuaCst,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_GrijUsuR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_SAmerCstN,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_YucatanP,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AmuDaryaR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AmurR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_BlackSeaS,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_CaspianE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_CaspianNE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_CaspianSW,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Gobi,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_LBalkash,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ObR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_SyrDaryaR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_UralR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_VolgaR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_YeniseiR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AmuDaryaR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_BlackSeaS,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_CaspianE,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_CaspianNE,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_CaspianSW,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Gobi,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_LBalkash,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ObR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_SyrDaryaR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_UralR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_VolgaR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_BoHai,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ChinaCst,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_GangesR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Hainan,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Hong,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_HuangHeR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_IndusR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_IrrawaddyR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Mekong,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_RusCstSE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_SChinaSea,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Salween,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Tarim,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_XunJiang,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Yangtze,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ZiyaHe,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AmurR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_BoHai,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ChinaCst,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_GangesR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Hainan,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Hong,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_HuangHeR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_IrrawaddyR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Mekong,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_RusCstSE,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_SChinaSea,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Salween,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Tarim,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_XunJiang,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Yangtze,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ZiyaHe,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_MagdalenaR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_OrinocoR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_MagdalenaR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_OrinocoR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AdrBlkSea,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_BalticSea,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_DanubeR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_DnkGrmCst,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ElbeR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_NarvaR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_NemanR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_OderR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_PolandCst,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_WislaR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AdrBlkSea,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_BalticSea,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_DanubeR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_DnkGrmCst,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ElbeR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_NarvaR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_NemanR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_OderR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_PolandCst,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_WislaR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_DouroR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_EbroR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_EmsWeserR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_EngWales,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_FranceCstS,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_FranceCstW,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Gironde,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_GuadalqR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_GuadianaR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_IberiaCst,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Ireland,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ItalyCstE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ItalyCstW,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_LoireR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_MeditIsl,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_PoR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_RhineR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_RhoneR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ScheldtR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Scotland,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_SeineR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_SpainCstSE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Sweden,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_TagusR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_TiberR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_DouroR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_EbroR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_EmsWeserR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_EngWales,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_FranceCstS,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_FranceCstW,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Gironde,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_GuadalqR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_GuadianaR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_IberiaCst,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Ireland,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ItalyCstE,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ItalyCstW,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_LoireR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_MeditIsl,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_PoR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_RhineR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_RhoneR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ScheldtR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Scotland,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_SeineR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_SpainCstSE,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Sweden,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_TagusR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_TiberR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_BlackSeaN,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_DniesterR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_BlackSeaN,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_DniesterR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_EJrdnSyr,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_TigrEuphR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_EJrdnSyr,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_TigrEuphR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ScndnvN,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ScndnvN,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_BengalW,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_BrahmaniR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_CauveryR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_GodavariR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_IndCstE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_IndCstNE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_IndCstS,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_IndCstW,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_KrishnaR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_MahanadiR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_MahiR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_NarmadaR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_PennarR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_SabarmatiR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_TaptiR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_BengalW,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_BrahmaniR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_CauveryR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_GodavariR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_IndCstE,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_IndCstS,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_IndCstW,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_KrishnaR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_MahanadiR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_PennarR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_TaptiR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Japan,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Taiwan,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Japan,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Taiwan,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_California,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_MexBaja,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_MexCstNW,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_MexCstW,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_MexGulf,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_MexInt,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Papaloapan,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_RioBalsas,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_RioGrande,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_RioLerma,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_RioVerde,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Tehuantpc,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_UsaColoRS,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_California,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_MexBaja,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_MexCstNW,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_MexCstW,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_MexGulf,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_MexInt,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Papaloapan,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_RioBalsas,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_RioGrande,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_RioLerma,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_RioVerde,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Tehuantpc,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_UsaColoRS,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ArabianP,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ArabianSea,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_DeadSea,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_FarahrudR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_HamuMashR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Helmand,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_Iran,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_PersianGulf,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_RedSeaE,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ArabianP,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_DeadSea,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_FarahrudR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_HamuMashR,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Helmand,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_Iran,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_PersianGulf,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_RedSeaE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_AfrCstSSW,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_AfrCstSSW,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_OrangeR,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_SAmerCstNE,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_SAmerCstNE,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_ChileCstN,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_LaPuna,Water XX,Water XX|Irrigation,,,1
Fruits,FruitsTree_PeruCst,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_ChileCstN,Water XX,Water XX|Irrigation,,,1
Fruits,Fruits_LaPuna,Water XX,Water XX|Irrigation,,,1
