# wood fuel - industrial roundwood ratio
# Source: extra_scripts/Derive_WoodFuel_Based_on_Forest_Residue.R
GCAM_region_ID,year,Industrial roundwood,Wood fuel,Ratio_WoodFuel_IndRoundwood,region
2,1988,8533443.33333333,151199544.333333,17.7184681994334,Africa_Eastern
2,1989,8586030,155274168,18.0845126327301,Africa_Eastern
2,1990,8613833.33333333,159942251.333333,18.5680689588453,Africa_Eastern
2,1991,8695416.66666667,164857234.666667,18.9590954621688,Africa_Eastern
2,1992,8968700,169108115.666667,18.8553654004111,Africa_Eastern
2,1993,9346000,172946670.666667,18.5048866538269,Africa_Eastern
2,1994,9837157,175823541,17.8734100716294,Africa_Eastern
2,1995,10250104.6666667,179029114.666667,17.4660767366473,Africa_Eastern
2,1996,10617881.3333333,182114439.666667,17.1516740439493,Africa_Eastern
2,1997,10775173,185298742,17.1968229187596,Africa_Eastern
2,1998,10929766.6666667,187755549,17.1783675467302,Africa_Eastern
2,1999,11056103.3333333,189168795.666667,17.1098975799491,Africa_Eastern
2,2000,11182484.6666667,191638520.333333,17.1373827951296,Africa_Eastern
2,2001,11208906.6666667,194396991.333333,17.3430823464198,Africa_Eastern
2,2002,11378906.6666667,198032762,17.4034964694909,Africa_Eastern
2,2003,11578540,200858936.333333,17.347518455119,Africa_Eastern
2,2004,11599016.6666667,205763297,17.7397190566442,Africa_Eastern
2,2005,11518226,211390354.333333,18.3526833327748,Africa_Eastern
2,2006,11548352,216766444.333333,18.7703357442978,Africa_Eastern
2,2007,12050182,220432257.666667,18.2928571258647,Africa_Eastern
2,2008,12440651.3333333,223084719.333333,17.9319163728673,Africa_Eastern
2,2009,12760750.3333333,225891827.333333,17.7020803191536,Africa_Eastern
2,2010,12395759.3333333,229032523.333333,18.4766836120675,Africa_Eastern
2,2011,12030396.3333333,229163141.333333,19.0486776149159,Africa_Eastern
2,2012,11640998,229059382.666667,19.6769540435164,Africa_Eastern
2,2013,11802953.6666667,228312093.333333,19.3436405649987,Africa_Eastern
2,2014,12081609.6666667,230704816.333333,19.0955363315413,Africa_Eastern
2,2015,12396420,233189155.333333,18.8110079630517,Africa_Eastern
2,2016,12559705,235753997,18.7706635625598,Africa_Eastern
2,2017,12636017.3333333,238185145,18.8497007179372,Africa_Eastern
2,2018,12634164.3333333,240639186.333333,19.0467038408265,Africa_Eastern
2,2019,12613792,242613804,19.2340102008976,Africa_Eastern
2,2020,12592792,244537622.333333,19.4188566231645,Africa_Eastern
2,2021,12571792,246529512,19.6097351912917,Africa_Eastern
2,2022,12571792,247747080,19.7065843914694,Africa_Eastern
3,1973,884000,22820251.5,25.8147641402715,Africa_Northern
3,1974,877000,22927384,26.1429692132269,Africa_Northern
3,1975,902333.333333333,23078269,25.5762124122645,Africa_Northern
3,1976,887000,23181472.3333333,26.1346925967681,Africa_Northern
3,1977,948433.333333333,23326270.6666667,24.5945285207184,Africa_Northern
3,1978,984633.333333333,23571001,23.9388615051288,Africa_Northern
3,1979,1000866.66666667,23839158.3333333,23.8185156197962,Africa_Northern
3,1980,987666.666666667,24189438.3333333,24.4915001687479,Africa_Northern
3,1981,1007600,24518803.6666667,24.3338662829165,Africa_Northern
3,1982,1058800,24904458,23.5213996977711,Africa_Northern
3,1983,1143733.33333333,25237601.3333333,22.0659839123339,Africa_Northern
3,1984,1268366.66666667,25611356,20.1923912643557,Africa_Northern
3,1985,1320600,26033154,19.7131258518855,Africa_Northern
3,1986,1331766.66666667,26535907.6666667,19.925343028058,Africa_Northern
3,1987,1225666.66666667,27082246.3333333,22.0959311939081,Africa_Northern
3,1988,1266500,27614790.3333333,21.8040192130543,Africa_Northern
3,1989,1244166.66666667,28118196,22.6000235766912,Africa_Northern
3,1990,1493166.66666667,28641166,19.181493023775,Africa_Northern
3,1991,1569666.66666667,29218444,18.6144259927798,Africa_Northern
3,1992,1637100,29845420,18.2306639789872,Africa_Northern
3,1993,1644233.33333333,30474202,18.5339886877369,Africa_Northern
3,1994,1676366.66666667,31007422,18.4968018134457,Africa_Northern
3,1995,1845866.66666667,31426765.6666667,17.0254798107483,Africa_Northern
3,1996,1709666.66666667,31798017,18.5989571066485,Africa_Northern
3,1997,1805133.33333333,32139753,17.8046421316985,Africa_Northern
3,1998,1698133.33333333,32479639,19.1266718357412,Africa_Northern
3,1999,1652466.66666667,32802924.6666667,19.8508843345302,Africa_Northern
3,2000,1442800,33119000,22.9546714721375,Africa_Northern
3,2001,1347133.33333333,33412975.3333333,24.8030202405107,Africa_Northern
3,2002,1307233.33333333,33686800.3333333,25.7695389754443,Africa_Northern
3,2003,1269466.66666667,33965023.3333333,26.7553487028673,Africa_Northern
3,2004,1241966.66666667,34247722.3333333,27.5753957433103,Africa_Northern
3,2005,1264200,34507202.3333333,27.2956829088224,Africa_Northern
3,2006,1281566.66666667,34742972.3333333,27.1097659115146,Africa_Northern
3,2007,1292333.33333333,34954621.3333333,27.0476822285272,Africa_Northern
3,2008,1266966.66666667,35169322.3333333,27.758680049462,Africa_Northern
3,2009,1200000,35388189,29.4901575,Africa_Northern
3,2010,1143700,35570374,31.1011401591326,Africa_Northern
3,2011,1109666.66666667,36175904,32.6006945028537,Africa_Northern
3,2012,1151966.66666667,36756537.6666667,31.9076399780086,Africa_Northern
3,2013,1196266.66666667,37338971.6666667,31.2129165737851,Africa_Northern
3,2014,1264933.33333333,37462863,29.6164722778539,Africa_Northern
3,2015,1274933.33333333,37559887,29.4602753085129,Africa_Northern
3,2016,1236933.33333333,37643523.6666667,30.4329446480543,Africa_Northern
3,2017,1179600,37713583,31.971501356392,Africa_Northern
3,2018,1124933.33333333,37784956,33.5886179921773,Africa_Northern
3,2019,1059600,37857651.3333333,35.7282477664528,Africa_Northern
3,2020,1038933.33333333,37932760,36.5112551334702,Africa_Northern
3,2021,1090933.33333333,38010249.6666667,34.8419545954534,Africa_Northern
3,2022,1168600,38049758.5,32.5601219407838,Africa_Northern
4,1973,5333500,39653301.5,7.43476169494703,Africa_Southern
4,1974,5568333.33333333,40471040,7.26807063753367,Africa_Southern
4,1975,5784333.33333333,41690772.3333333,7.20753281853282,Africa_Southern
4,1976,6071666.66666667,42937721.6666667,7.07181800713697,Africa_Southern
4,1977,6107333.33333333,43764423.3333333,7.1658809081978,Africa_Southern
4,1978,5924333.33333333,44606326,7.5293410228999,Africa_Southern
4,1979,5844333.33333333,45635403,7.80848736667998,Africa_Southern
4,1980,5819083.33333333,47013118,8.07912781222701,Africa_Southern
4,1981,5987650,48564445.3333333,8.11076888818373,Africa_Southern
4,1982,5933783.33333333,49986461.3333333,8.42404559204779,Africa_Southern
4,1983,5920833.33333333,51029563.6666667,8.61864551724138,Africa_Southern
4,1984,5951066.66666667,51897616,8.72072502408532,Africa_Southern
4,1985,5770600,52815675,9.15254479603507,Africa_Southern
4,1986,5562466.66666667,53840378.6666667,9.67922720136151,Africa_Southern
4,1987,5684000,54743572.3333333,9.63117036124795,Africa_Southern
4,1988,6197000,55542069.6666667,8.96273514065946,Africa_Southern
4,1989,6715000,55962332,8.33392881608339,Africa_Southern
4,1990,6965000,56486234,8.11001206030151,Africa_Southern
4,1991,7252000,57156132.3333333,7.88143027210884,Africa_Southern
4,1992,7498666.66666667,58173482.3333333,7.75784348328592,Africa_Southern
4,1993,7880133.33333333,59546087.6666667,7.55648225072334,Africa_Southern
4,1994,8293066.66666667,60878473,7.34088793048008,Africa_Southern
4,1995,8695366.66666667,62018096.3333333,7.13231525601757,Africa_Southern
4,1996,8966166.66666667,62708752.6666667,6.99393118575385,Africa_Southern
4,1997,9045133.33333333,63220814,6.98948392137208,Africa_Southern
4,1998,9149600,63922231.6666667,6.98634166156626,Africa_Southern
4,1999,9096100,67523870.6666667,7.42338701934529,Africa_Southern
4,2000,8960866.66666667,71197392.3333333,7.94536901192593,Africa_Southern
4,2001,8831333.33333333,74797798,8.46959288895599,Africa_Southern
4,2002,8830933.33333333,75570581.3333333,8.55748520352699,Africa_Southern
4,2003,8985866.66666667,76372364,8.49916505920408,Africa_Southern
4,2004,9077600,77204459.3333333,8.50494176140536,Africa_Southern
4,2005,9212833.33333333,78148854.6666667,8.48260810101851,Africa_Southern
4,2006,9276666.66666667,79144678.6666667,8.53158591448078,Africa_Southern
4,2007,9329800,80193116.3333333,8.59537356999435,Africa_Southern
4,2008,9316966.66666667,81213026,8.7166809655503,Africa_Southern
4,2009,9318666.66666667,82350990.6666667,8.83720746887967,Africa_Southern
4,2010,9368700,83544937,8.91745247472969,Africa_Southern
4,2011,9492800,84699851.6666667,8.92253620287657,Africa_Southern
4,2012,9751493,85562857.6666667,8.77433411136804,Africa_Southern
4,2013,10154852.6666667,86190385.3333333,8.48760569577277,Africa_Southern
4,2014,10468812.3333333,86739457.3333333,8.28551076965528,Africa_Southern
4,2015,10660812.3333333,87424021.6666667,8.20050282597289,Africa_Southern
4,2016,11038052.3333333,88095281.3333333,7.98105305836413,Africa_Southern
4,2017,11443305.6666667,88711101.6666667,7.75222686964259,Africa_Southern
4,2018,11832892.3333333,89238358.6666667,7.54155080202003,Africa_Southern
4,2019,11870239,89579058,7.54652522160674,Africa_Southern
4,2020,11892629.3333333,89919478.6666667,7.56094183601899,Africa_Southern
4,2021,11853867.3333333,90242384.6666667,7.61290658390474,Africa_Southern
4,2022,11845681.5,90512447,7.64096578149598,Africa_Southern
5,1973,20934500,137154774,6.55161451193007,Africa_Western
5,1974,20380333.3333333,138124013.666667,6.77731867323073,Africa_Western
5,1975,19990333.3333333,139670829,6.98691846058929,Africa_Western
5,1976,20677666.6666667,141964422.333333,6.86559197523899,Africa_Western
5,1977,21740000,144483200.666667,6.64596139221098,Africa_Western
5,1978,22523000,147216485,6.53627336500466,Africa_Western
5,1979,23416666.6666667,149959020.666667,6.4039439430605,Africa_Western
5,1980,24114166.6666667,152772431.666667,6.33538093098801,Africa_Western
5,1981,24280666.6666667,156142598,6.43073767881167,Africa_Western
5,1982,24080700,160417934,6.66168068203997,Africa_Western
5,1983,24100666.6666667,164711688.333333,6.83432083483168,Africa_Western
5,1984,24438500,168332352.666667,6.88799855419386,Africa_Western
5,1985,24733470.3333333,171348000,6.92777833804721,Africa_Western
5,1986,24861126.3333333,174518105,7.01971836111099,Africa_Western
5,1987,25007179.3333333,178022949.666667,7.11887363599504,Africa_Western
5,1988,25389410.6666667,181415243.666667,7.14531132874398,Africa_Western
5,1989,26393517,184607758.666667,6.99443574218118,Africa_Western
5,1990,26745527.6666667,187838172.333333,7.0231619534446,Africa_Western
5,1991,27016057.6666667,192385102.666667,7.12113902925363,Africa_Western
5,1992,26920059,199070044.666667,7.39485915193078,Africa_Western
5,1993,27822705,207470714,7.45688508719767,Africa_Western
5,1994,28509167.6666667,216808215,7.6048595151901,Africa_Western
5,1995,28953785,224097210.333333,7.73982435572183,Africa_Western
5,1996,29530757,228899088.333333,7.75120963994703,Africa_Western
5,1997,29890521.3333333,231377981.333333,7.74084796825892,Africa_Western
5,1998,30007114.6666667,233658537,7.7867712239444,Africa_Western
5,1999,30039403.3333333,237112393,7.89337891864474,Africa_Western
5,2000,30048694.6666667,240717588.333333,8.01091664725003,Africa_Western
5,2001,30468763.3333333,243967824,8.00714559140295,Africa_Western
5,2002,30380834.6666667,247271086.666667,8.13904849487128,Africa_Western
5,2003,30401264.6666667,250955654,8.25477679141287,Africa_Western
5,2004,30350368.3333333,255990248.666667,8.43450220620606,Africa_Western
5,2005,30808959,260882140.333333,8.46773629493075,Africa_Western
5,2006,31696440,265619217.333333,8.38009622952399,Africa_Western
5,2007,32142591,269807638.333333,8.39408491783793,Africa_Western
5,2008,31599185.3333333,274022934.666667,8.67183542157986,Africa_Western
5,2009,31189826,278229545,8.92052251269372,Africa_Western
5,2010,31111496.6666667,282226704.333333,9.07146021797515,Africa_Western
5,2011,31722400,286233266,9.02306464832421,Africa_Western
5,2012,32288006,290250832,8.98943192713728,Africa_Western
5,2013,33328182.6666667,294370223.333333,8.83247149349517,Africa_Western
5,2014,34358852,298598033.333333,8.69057072492798,Africa_Western
5,2015,35295073.3333333,302645986.333333,8.5747374279432,Africa_Western
5,2016,35874798.3333333,306507865,8.54382126840295,Africa_Western
5,2017,36360739.6666667,310175558,8.53050737810898,Africa_Western
5,2018,36386036,313500774.666667,8.61596395569626,Africa_Western
5,2019,36123327.6666667,317343271,8.78499550009157,Africa_Western
5,2020,36130745.6666667,321276304.333333,8.89204743509445,Africa_Western
5,2021,36491279,325730512.333333,8.92625638946043,Africa_Western
5,2022,36894476,327758671.5,8.88367872469581,Africa_Western
6,1973,20879500,2997333,0.143553868627122,Australia_NZ
6,1974,21089333.3333333,3014888.66666667,0.142957988240501,Australia_NZ
6,1975,21385000,3043333.33333333,0.1423115891201,Australia_NZ
6,1976,22510333.3333333,3036666.66666667,0.13490100842576,Australia_NZ
6,1977,22948000,3030000,0.132037650339899,Australia_NZ
6,1978,22884000,2963333.33333333,0.129493678261376,Australia_NZ
6,1979,23622333.3333333,2896666.66666667,0.122624070441814,Australia_NZ
6,1980,24746000,2843333.33333333,0.114900724696247,Australia_NZ
6,1981,25539333.3333333,2550000,0.09984598919314,Australia_NZ
6,1982,24813000,2390000,0.0963204771692258,Australia_NZ
6,1983,24035666.6666667,2350000,0.0977713675510006,Australia_NZ
6,1984,24603000,2514496.33333333,0.102202834342695,Australia_NZ
6,1985,25927333.3333333,2612523.33333333,0.100763287135841,Australia_NZ
6,1986,26785333.3333333,2650780,0.0989638608193539,Australia_NZ
6,1987,26830333.3333333,2870094.66666667,0.106972009292964,Australia_NZ
6,1988,26793333.3333333,3104755.66666667,0.115877917392386,Australia_NZ
6,1989,28095000,3348269.66666667,0.119176709972118,Australia_NZ
6,1990,29347666.6666667,3593302,0.122439103619822,Australia_NZ
6,1991,30557000,3834064.66666667,0.125472548570431,Australia_NZ
6,1992,31299000,4069413,0.130017348797086,Australia_NZ
6,1993,32727666.6666667,4304068.33333333,0.131511616063881,Australia_NZ
6,1994,34476666.6666667,4544784,0.131822024557672,Australia_NZ
6,1995,35508666.6666667,4800295.66666667,0.135186592944445,Australia_NZ
6,1996,36176000,5605797,0.154959005970809,Australia_NZ
6,1997,36278000,6305630.66666667,0.173814175717147,Australia_NZ
6,1998,37253333.3333333,6892666.66666667,0.185021474588404,Australia_NZ
6,1999,39578000,6831666.66666667,0.17261273097849,Australia_NZ
6,2000,42445666.6666667,6766000,0.159403786801951,Australia_NZ
6,2001,45014000,6329666.66666667,0.140615512211016,Australia_NZ
6,2002,46107666.6666667,6035000,0.130889295344953,Australia_NZ
6,2003,46479333.3333333,5670333.33333333,0.121996873162266,Australia_NZ
6,2004,46187666.6666667,5697333.33333333,0.123351832740342,Australia_NZ
6,2005,45917333.3333333,5414666.66666667,0.117922062837563,Australia_NZ
6,2006,46350000,5274666.66666667,0.113800791082344,Australia_NZ
6,2007,47106000,5094000,0.108139090561712,Australia_NZ
6,2008,47159000,5022666.66666667,0.106504944266559,Australia_NZ
6,2009,48017333.3333333,4913333.33333333,0.10232416071974,Australia_NZ
6,2010,49676333.3333333,4847666.66666667,0.0975850337853706,Australia_NZ
6,2011,51208666.6666667,4820000,0.0941246924348743,Australia_NZ
6,2012,51973333.3333333,4784000,0.0920472036942021,Australia_NZ
6,2013,52573333.3333333,4745000,0.0902548820694902,Australia_NZ
6,2014,54355321.3333333,4528761.33333333,0.0833177179757757,Australia_NZ
6,2015,56606327.6666667,4295292,0.0758800681311347,Australia_NZ
6,2016,60977692.3333333,4090897,0.0670884194442321,Australia_NZ
6,2017,65236201.6666667,4089101.33333333,0.0626814748385744,Australia_NZ
6,2018,68387987,4108786,0.0600805226216119,Australia_NZ
6,2019,66649990.3333333,4022376,0.0603507364349655,Australia_NZ
6,2020,65053211,3963749.66666667,0.0609308842059567,Australia_NZ
6,2021,63245086,3900873.66666667,0.0616786838848897,Australia_NZ
6,2022,63686077,3915018,0.0614736875691056,Australia_NZ
7,1973,24336000,98119616,4.0318711374096,Brazil
7,1974,26436000,98649052.6666667,3.73161797044434,Brazil
7,1975,29759666.6666667,99640750.3333333,3.34818099441078,Brazil
7,1976,33946333.3333333,100776938.666667,2.96871351839668,Brazil
7,1977,38565000,102002947.666667,2.64496169238083,Brazil
7,1978,45225336,103321393.666667,2.2845909573047,Brazil
7,1979,53356669.3333333,104572275.333333,1.95987262023502,Brazil
7,1980,58929338.6666667,105972142.333333,1.79829172923124,Brazil
7,1981,61877336,107480462.666667,1.73699240488742,Brazil
7,1982,62783002.6666667,109224647,1.73971683992092,Brazil
7,1983,64420333.3333333,110763967.666667,1.71939451311956,Brazil
7,1984,66152666.6666667,112152051.666667,1.69535193844541,Brazil
7,1985,67795002.6666667,113291028,1.67108228547504,Brazil
7,1986,69355008,114461057.333333,1.65036470521831,Brazil
7,1987,70880344,115778732.666667,1.63343920377512,Brazil
7,1988,74082680,117175586.333333,1.58168665514441,Brazil
7,1989,75241016,118704563.666667,1.57765763910826,Brazil
7,1990,76642018.6666667,120201356,1.56834799097324,Brazil
7,1991,76739018.6666667,121766148,1.58675664760477,Brazil
7,1992,79096677.3333333,123111463.666667,1.55646820849179,Brazil
7,1993,81349672,124355104.666667,1.52864912186329,Brazil
7,1994,83101000,125475418,1.50991465806669,Brazil
7,1995,84184666.6666667,126598327,1.50381693024066,Brazil
7,1996,84601000,127704187.666667,1.50948792173457,Brazil
7,1997,84349666.6666667,128813334.666667,1.52713507660572,Brazil
7,1998,89614333.3333333,129967483.666667,1.45029794712899,Brazil
7,1999,95717666.6666667,131171517.666667,1.37040028486556,Brazil
7,2000,97739000,132334498.666667,1.35395797651569,Brazil
7,2001,96420333.3333333,133436300.666667,1.38390208842533,Brazil
7,2002,102209000,134481252.333333,1.31574765757745,Brazil
7,2003,107805666.666667,135550761.333333,1.2573621176376,Brazil
7,2004,114988333.333333,128587073.666667,1.11826191352746,Brazil
7,2005,114453000,120482915,1.0526846391095,Brazil
7,2006,119420666.666667,112816333.333333,0.944696897801051,Brazil
7,2007,118555000,112847000,0.951853570072962,Brazil
7,2008,119690333.333333,110619333.333333,0.924212760150499,Brazil
7,2009,121983333.333333,108417666.666667,0.888790818417817,Brazil
7,2010,130176333.333333,108251333.333333,0.831574607775607,Brazil
7,2011,138391000,113390666.666667,0.819350005901154,Brazil
7,2012,143135333.333333,117087666.666667,0.818020707675254,Brazil
7,2013,142373666.666667,119879000,0.842002617525245,Brazil
7,2014,138831333.333333,117126333.333333,0.843659212377609,Brazil
7,2015,139654333.333333,118418666.666667,0.847941226313541,Brazil
7,2016,144078000,118239666.666667,0.820664269816812,Brazil
7,2017,151371000,122353000,0.80829881549306,Brazil
7,2018,150672333.333333,122204666.666667,0.811062415794096,Brazil
7,2019,151927333.333333,122582333.333333,0.80684844947804,Brazil
7,2020,153760666.666667,124246333.333333,0.808050173212915,Brazil
7,2021,162985666.666667,128133666.666667,0.786165245614645,Brazil
7,2022,167118500,131128000,0.784640838686321,Brazil
8,1973,137557000,3842500,0.0279338746846762,Canada
8,1974,128947333.333333,3822666.66666667,0.0296451781347424,Canada
8,1975,127262333.333333,3730333.33333333,0.0293121557308133,Canada
8,1976,129671666.666667,3810333.33333333,0.0293844710358212,Canada
8,1977,143061000,3967333.33333333,0.027731760111654,Canada
8,1978,150332666.666667,4228000,0.0281242932341163,Canada
8,1979,153321333.333333,4601333.33333333,0.0300110443426007,Canada
8,1980,149081333.333333,5036666.66666667,0.0337846902362022,Canada
8,1981,137227000,5383666.66666667,0.0392318324139321,Canada
8,1982,136857333.333333,5873000,0.0429133014428651,Canada
8,1983,144186000,6240333.33333333,0.0432797451440038,Canada
8,1984,157617000,6559333.33333333,0.0416156463664029,Canada
8,1985,164488000,6757333.33333333,0.0410810109754714,Canada
8,1986,172452666.666667,6746333.33333333,0.0391199130969271,Canada
8,1987,179890333.333333,6606666.66666667,0.0367260794076391,Canada
8,1988,183829000,6356000,0.0345756110298158,Canada
8,1989,174129666.666667,6202666.66666667,0.0356209644536926,Canada
8,1990,163849666.666667,6333333.33333333,0.0386533183873836,Canada
8,1991,157650666.666667,6412666.66666667,0.0406764322806543,Canada
8,1992,162254666.666667,6497333.33333333,0.0400440459853235,Canada
8,1993,170207666.666667,6229666.66666667,0.0366003881532951,Canada
8,1994,176743000,5873333.33333333,0.033230924751381,Canada
8,1995,181639333.333333,5540666.66666667,0.0305036721121343,Canada
8,1996,184477000,5314333.33333333,0.0288075658934899,Canada
8,1997,181406333.333333,4555000,0.0251093769236282,Canada
8,1998,183582666.666667,3714000,0.0202306681095528,Canada
8,1999,187935666.666667,2956666.66666667,0.0157323339369678,Canada
8,2000,190950333.333333,2912333.33333333,0.0152517844954447,Canada
8,2001,192358000,2900333.33333333,0.0150777889837352,Canada
8,2002,184985000,2872333.33333333,0.0155273851032967,Canada
8,2003,192427666.666667,2836333.33333333,0.0147397377023055,Canada
8,2004,194106333.333333,2839000,0.0146260039600288,Canada
8,2005,195510000,2865000,0.0146539818935093,Canada
8,2006,180882333.333333,3001333.33333333,0.0165927389260422,Canada
8,2007,159498666.666667,3090000,0.019373202701799,Canada
8,2008,136930666.666667,3116333.33333333,0.0227584763091784,Canada
8,2009,129401333.333333,3117000,0.0240878507176639,Canada
8,2010,132947775.333333,2551274.66666667,0.0191900515843156,Canada
8,2011,144092775.333333,2031941.33333333,0.014101618409617,Canada
8,2012,147075866.333333,2403199,0.0163398595562468,Canada
8,2013,147772552.666667,3468586.33333333,0.0234724667791149,Canada
8,2014,149311406,4534246.33333333,0.0303677157345456,Canada
8,2015,151625648.333333,3775988.66666667,0.0249033636998244,Canada
8,2016,153744853.333333,2740993.33333333,0.0178281957015537,Canada
8,2017,155168685.333333,1585918.66666667,0.0102206103200513,Canada
8,2018,150209781.666667,1486046.33333333,0.00989313956018554,Canada
8,2019,145504757.666667,1435995.33333333,0.00986906102838933,Canada
8,2020,141565421.333333,1540093.33333333,0.0108790220014744,Canada
8,2021,142896674,1451982.33333333,0.0101610645838638,Canada
8,2022,143811047,1486050,0.010333350816923,Canada
9,1973,4774249,31857115.5,6.67269669009723,Central America and Caribbean
9,1974,4773265.66666667,32047827,6.71402541530442,Central America and Caribbean
9,1975,4753532.33333333,32361504.3333333,6.80788560254525,Central America and Caribbean
9,1976,4993832.33333333,32602009.3333333,6.52845493344223,Central America and Caribbean
9,1977,5097399,32906181.6666667,6.45548478089839,Central America and Caribbean
9,1978,5036699,33657860,6.68252361318395,Central America and Caribbean
9,1979,4888332.33333333,34557560,7.06939660471802,Central America and Caribbean
9,1980,4752032.33333333,35381720.3333333,7.4455975573118,Central America and Caribbean
9,1981,4567999,35871628.3333333,7.85281002323629,Central America and Caribbean
9,1982,4216765.66666667,36235405.3333333,8.59317500608879,Central America and Caribbean
9,1983,3777499,36595420.6666667,9.68773801572592,Central America and Caribbean
9,1984,3548999,36950901.6666667,10.4116404841666,Central America and Caribbean
9,1985,3519399,37366857.3333333,10.6173972696285,Central America and Caribbean
9,1986,3744432.33333333,37738428,10.0785445270431,Central America and Caribbean
9,1987,3898132.33333333,38109715.3333333,9.776403691443,Central America and Caribbean
9,1988,4006432.33333333,38452674.3333333,9.59773462624312,Central America and Caribbean
9,1989,3922732.33333333,39024579.6666667,9.94831570205699,Central America and Caribbean
9,1990,3786732.33333333,39889528,10.5340236617376,Central America and Caribbean
9,1991,3659665.66666667,40463861.6666667,11.0567099162155,Central America and Caribbean
9,1992,3764399,40886711.3333333,10.8614180731993,Central America and Caribbean
9,1993,4162132.33333333,40988810.6666667,9.84803158188867,Central America and Caribbean
9,1994,4592665.66666667,41596916.6666667,9.05724903264241,Central America and Caribbean
9,1995,4745332.33333333,42120748,8.87624828805457,Central America and Caribbean
9,1996,4791266,42736979.6666667,8.91976769118364,Central America and Caribbean
